LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Unnamed: 5,Labor Force,Employed,Unemployed,Unemployment Rate (%)
CN3806100000000,38.0,61.0,"Mountrail County, ND",2013.0,,7916.0,7795.0,121.0,1.5
CN3806300000000,38.0,63.0,"Nelson County, ND",2013.0,,1537.0,1471.0,66.0,4.3
CN3806500000000,38.0,65.0,"Oliver County, ND",2013.0,,882.0,828.0,54.0,6.1
CN3806700000000,38.0,67.0,"Pembina County, ND",2013.0,,3585.0,3369.0,216.0,6.0
CN3806900000000,38.0,69.0,"Pierce County, ND",2013.0,,1809.0,1733.0,76.0,4.2
CN3807100000000,38.0,71.0,"Ramsey County, ND",2013.0,,5686.0,5473.0,213.0,3.7
CN3807300000000,38.0,73.0,"Ransom County, ND",2013.0,,2735.0,2657.0,78.0,2.9
CN3807500000000,38.0,75.0,"Renville County, ND",2013.0,,1388.0,1354.0,34.0,2.4
CN3807700000000,38.0,77.0,"Richland County, ND",2013.0,,8481.0,8197.0,284.0,3.3
CN3807900000000,38.0,79.0,"Rolette County, ND",2013.0,,4837.0,4243.0,594.0,12.3
CN3808100000000,38.0,81.0,"Sargent County, ND",2013.0,,2115.0,2062.0,53.0,2.5
CN3808300000000,38.0,83.0,"Sheridan County, ND",2013.0,,709.0,681.0,28.0,3.9
CN3808500000000,38.0,85.0,"Sioux County, ND",2013.0,,1300.0,1240.0,60.0,4.6
CN3808700000000,38.0,87.0,"Slope County, ND",2013.0,,517.0,506.0,11.0,2.1
CN3808900000000,38.0,89.0,"Stark County, ND",2013.0,,19255.0,18931.0,324.0,1.7
CN3809100000000,38.0,91.0,"Steele County, ND",2013.0,,1030.0,1005.0,25.0,2.4
CN3809300000000,38.0,93.0,"Stutsman County, ND",2013.0,,10382.0,10059.0,323.0,3.1
CN3809500000000,38.0,95.0,"Towner County, ND",2013.0,,1200.0,1154.0,46.0,3.8
CN3809700000000,38.0,97.0,"Traill County, ND",2013.0,,4450.0,4322.0,128.0,2.9
CN3809900000000,38.0,99.0,"Walsh County, ND",2013.0,,5561.0,5287.0,274.0,4.9
CN3810100000000,38.0,101.0,"Ward County, ND",2013.0,,34096.0,33178.0,918.0,2.7
CN3810300000000,38.0,103.0,"Wells County, ND",2013.0,,2188.0,2094.0,94.0,4.3
CN3810500000000,38.0,105.0,"Williams County, ND",2013.0,,28948.0,28593.0,355.0,1.2
CN3900100000000,39.0,1.0,"Adams County, OH",2013.0,,10684.0,9329.0,1355.0,12.7
CN3900300000000,39.0,3.0,"Allen County, OH",2013.0,,49437.0,45572.0,3865.0,7.8
CN3900500000000,39.0,5.0,"Ashland County, OH",2013.0,,25506.0,23448.0,2058.0,8.1
CN3900700000000,39.0,7.0,"Ashtabula County, OH",2013.0,,45988.0,41634.0,4354.0,9.5
CN3900900000000,39.0,9.0,"Athens County, OH",2013.0,,27486.0,25014.0,2472.0,9.0
CN3901100000000,39.0,11.0,"Auglaize County, OH",2013.0,,23948.0,22537.0,1411.0,5.9
CN3901300000000,39.0,13.0,"Belmont County, OH",2013.0,,31938.0,29315.0,2623.0,8.2
CN3901500000000,39.0,15.0,"Brown County, OH",2013.0,,20069.0,18034.0,2035.0,10.1
CN3901700000000,39.0,17.0,"Butler County, OH",2013.0,,186175.0,172260.0,13915.0,7.5
CN3901900000000,39.0,19.0,"Carroll County, OH",2013.0,,13691.0,12612.0,1079.0,7.9
CN3902100000000,39.0,21.0,"Champaign County, OH",2013.0,,20001.0,18623.0,1378.0,6.9
CN3902300000000,39.0,23.0,"Clark County, OH",2013.0,,65907.0,60952.0,4955.0,7.5
CN3902500000000,39.0,25.0,"Clermont County, OH",2013.0,,102435.0,94913.0,7522.0,7.3
CN3902700000000,39.0,27.0,"Clinton County, OH",2013.0,,17078.0,15299.0,1779.0,10.4
CN3902900000000,39.0,29.0,"Columbiana County, OH",2013.0,,50530.0,46381.0,4149.0,8.2
CN3903100000000,39.0,31.0,"Coshocton County, OH",2013.0,,16342.0,14750.0,1592.0,9.7
CN3903300000000,39.0,33.0,"Crawford County, OH",2013.0,,19702.0,17901.0,1801.0,9.1
CN3903500000000,39.0,35.0,"Cuyahoga County, OH",2013.0,,617919.0,574381.0,43538.0,7.0
CN3903700000000,39.0,37.0,"Darke County, OH",2013.0,,26381.0,24539.0,1842.0,7.0
CN3903900000000,39.0,39.0,"Defiance County, OH",2013.0,,18926.0,17510.0,1416.0,7.5
CN3904100000000,39.0,41.0,"Delaware County, OH",2013.0,,98027.0,92813.0,5214.0,5.3
CN3904300000000,39.0,43.0,"Erie County, OH",2013.0,,38526.0,35408.0,3118.0,8.1
CN3904500000000,39.0,45.0,"Fairfield County, OH",2013.0,,73998.0,69090.0,4908.0,6.6
CN3904700000000,39.0,47.0,"Fayette County, OH",2013.0,,14369.0,13270.0,1099.0,7.6
CN3904900000000,39.0,49.0,"Franklin County, OH",2013.0,,638429.0,597401.0,41028.0,6.4
CN3905100000000,39.0,51.0,"Fulton County, OH",2013.0,,22435.0,20659.0,1776.0,7.9
CN3905300000000,39.0,53.0,"Gallia County, OH",2013.0,,12504.0,11296.0,1208.0,9.7
CN3905500000000,39.0,55.0,"Geauga County, OH",2013.0,,48934.0,46113.0,2821.0,5.8
CN3905700000000,39.0,57.0,"Greene County, OH",2013.0,,79358.0,73833.0,5525.0,7.0
CN3905900000000,39.0,59.0,"Guernsey County, OH",2013.0,,18533.0,16930.0,1603.0,8.6
CN3906100000000,39.0,61.0,"Hamilton County, OH",2013.0,,402152.0,372904.0,29248.0,7.3
CN3906300000000,39.0,63.0,"Hancock County, OH",2013.0,,40172.0,37680.0,2492.0,6.2
CN3906500000000,39.0,65.0,"Hardin County, OH",2013.0,,14924.0,13776.0,1148.0,7.7
CN3906700000000,39.0,67.0,"Harrison County, OH",2013.0,,7285.0,6709.0,576.0,7.9
CN3906900000000,39.0,69.0,"Henry County, OH",2013.0,,14016.0,12781.0,1235.0,8.8
CN3907100000000,39.0,71.0,"Highland County, OH",2013.0,,17496.0,15667.0,1829.0,10.5
CN3907300000000,39.0,73.0,"Hocking County, OH",2013.0,,13191.0,12124.0,1067.0,8.1
CN3907500000000,39.0,75.0,"Holmes County, OH",2013.0,,20034.0,18991.0,1043.0,5.2
CN3907700000000,39.0,77.0,"Huron County, OH",2013.0,,28640.0,25718.0,2922.0,10.2
CN3907900000000,39.0,79.0,"Jackson County, OH",2013.0,,13594.0,12168.0,1426.0,10.5
CN3908100000000,39.0,81.0,"Jefferson County, OH",2013.0,,30577.0,27255.0,3322.0,10.9
CN3908300000000,39.0,83.0,"Knox County, OH",2013.0,,30368.0,28280.0,2088.0,6.9
CN3908500000000,39.0,85.0,"Lake County, OH",2013.0,,124869.0,116992.0,7877.0,6.3
CN3908700000000,39.0,87.0,"Lawrence County, OH",2013.0,,26106.0,23820.0,2286.0,8.8
CN3908900000000,39.0,89.0,"Licking County, OH",2013.0,,86432.0,80469.0,5963.0,6.9
CN3909100000000,39.0,91.0,"Logan County, OH",2013.0,,23031.0,21459.0,1572.0,6.8
CN3909300000000,39.0,93.0,"Lorain County, OH",2013.0,,150065.0,138932.0,11133.0,7.4
CN3909500000000,39.0,95.0,"Lucas County, OH",2013.0,,210574.0,192357.0,18217.0,8.7
CN3909700000000,39.0,97.0,"Madison County, OH",2013.0,,20222.0,18959.0,1263.0,6.2
CN3909900000000,39.0,99.0,"Mahoning County, OH",2013.0,,109469.0,100150.0,9319.0,8.5
CN3910100000000,39.0,101.0,"Marion County, OH",2013.0,,28112.0,25897.0,2215.0,7.9
CN3910300000000,39.0,103.0,"Medina County, OH",2013.0,,94391.0,88883.0,5508.0,5.8
CN3910500000000,39.0,105.0,"Meigs County, OH",2013.0,,9407.0,8293.0,1114.0,11.8
CN3910700000000,39.0,107.0,"Mercer County, OH",2013.0,,22380.0,21238.0,1142.0,5.1
CN3910900000000,39.0,109.0,"Miami County, OH",2013.0,,51827.0,48099.0,3728.0,7.2
CN3911100000000,39.0,111.0,"Monroe County, OH",2013.0,,6480.0,5833.0,647.0,10.0
CN3911300000000,39.0,113.0,"Montgomery County, OH",2013.0,,251135.0,230358.0,20777.0,8.3
CN3911500000000,39.0,115.0,"Morgan County, OH",2013.0,,6687.0,6014.0,673.0,10.1
CN3911700000000,39.0,117.0,"Morrow County, OH",2013.0,,16886.0,15532.0,1354.0,8.0
CN3911900000000,39.0,119.0,"Muskingum County, OH",2013.0,,39928.0,36291.0,3637.0,9.1
CN3912100000000,39.0,121.0,"Noble County, OH",2013.0,,5285.0,4777.0,508.0,9.6
CN3912300000000,39.0,123.0,"Ottawa County, OH",2013.0,,21952.0,19828.0,2124.0,9.7
CN3912500000000,39.0,125.0,"Paulding County, OH",2013.0,,9016.0,8328.0,688.0,7.6
CN3912700000000,39.0,127.0,"Perry County, OH",2013.0,,16056.0,14520.0,1536.0,9.6
CN3912900000000,39.0,129.0,"Pickaway County, OH",2013.0,,25642.0,23771.0,1871.0,7.3
CN3913100000000,39.0,131.0,"Pike County, OH",2013.0,,10758.0,9446.0,1312.0,12.2
CN3913300000000,39.0,133.0,"Portage County, OH",2013.0,,87651.0,80915.0,6736.0,7.7
CN3913500000000,39.0,135.0,"Preble County, OH",2013.0,,21292.0,19690.0,1602.0,7.5
CN3913700000000,39.0,137.0,"Putnam County, OH",2013.0,,18804.0,17676.0,1128.0,6.0
CN3913900000000,39.0,139.0,"Richland County, OH",2013.0,,54903.0,50190.0,4713.0,8.6
CN3914100000000,39.0,141.0,"Ross County, OH",2013.0,,33481.0,30579.0,2902.0,8.7
CN3914300000000,39.0,143.0,"Sandusky County, OH",2013.0,,31540.0,29160.0,2380.0,7.5
CN3914500000000,39.0,145.0,"Scioto County, OH",2013.0,,30324.0,26717.0,3607.0,11.9
CN3914700000000,39.0,147.0,"Seneca County, OH",2013.0,,27393.0,25273.0,2120.0,7.7
CN3914900000000,39.0,149.0,"Shelby County, OH",2013.0,,23745.0,22159.0,1586.0,6.7
CN3915100000000,39.0,151.0,"Stark County, OH",2013.0,,188921.0,174666.0,14255.0,7.5
CN3915300000000,39.0,153.0,"Summit County, OH",2013.0,,270976.0,250368.0,20608.0,7.6
CN3915500000000,39.0,155.0,"Trumbull County, OH",2013.0,,94482.0,85671.0,8811.0,9.3
CN3915700000000,39.0,157.0,"Tuscarawas County, OH",2013.0,,45020.0,41749.0,3271.0,7.3
CN3915900000000,39.0,159.0,"Union County, OH",2013.0,,26611.0,25064.0,1547.0,5.8
CN3916100000000,39.0,161.0,"Van Wert County, OH",2013.0,,14202.0,13217.0,985.0,6.9
CN3916300000000,39.0,163.0,"Vinton County, OH",2013.0,,5573.0,4981.0,592.0,10.6
CN3916500000000,39.0,165.0,"Warren County, OH",2013.0,,109788.0,102723.0,7065.0,6.4
CN3916700000000,39.0,167.0,"Washington County, OH",2013.0,,28347.0,25915.0,2432.0,8.6
CN3916900000000,39.0,169.0,"Wayne County, OH",2013.0,,59284.0,55600.0,3684.0,6.2
CN3917100000000,39.0,171.0,"Williams County, OH",2013.0,,18643.0,17256.0,1387.0,7.4
CN3917300000000,39.0,173.0,"Wood County, OH",2013.0,,69045.0,64210.0,4835.0,7.0
CN3917500000000,39.0,175.0,"Wyandot County, OH",2013.0,,12350.0,11571.0,779.0,6.3
CN4000100000000,40.0,1.0,"Adair County, OK",2013.0,,8243.0,7459.0,784.0,9.5
CN4000300000000,40.0,3.0,"Alfalfa County, OK",2013.0,,2933.0,2840.0,93.0,3.2
CN4000500000000,40.0,5.0,"Atoka County, OK",2013.0,,4903.0,4576.0,327.0,6.7
CN4000700000000,40.0,7.0,"Beaver County, OK",2013.0,,3023.0,2924.0,99.0,3.3
CN4000900000000,40.0,9.0,"Beckham County, OK",2013.0,,12582.0,12181.0,401.0,3.2
CN4001100000000,40.0,11.0,"Blaine County, OK",2013.0,,4315.0,4147.0,168.0,3.9
CN4001300000000,40.0,13.0,"Bryan County, OK",2013.0,,17712.0,16774.0,938.0,5.3
CN4001500000000,40.0,15.0,"Caddo County, OK",2013.0,,11362.0,10670.0,692.0,6.1
CN4001700000000,40.0,17.0,"Canadian County, OK",2013.0,,64697.0,62113.0,2584.0,4.0
CN4001900000000,40.0,19.0,"Carter County, OK",2013.0,,22003.0,20868.0,1135.0,5.2
CN4002100000000,40.0,21.0,"Cherokee County, OK",2013.0,,18696.0,17433.0,1263.0,6.8
CN4002300000000,40.0,23.0,"Choctaw County, OK",2013.0,,5961.0,5469.0,492.0,8.3
CN4002500000000,40.0,25.0,"Cimarron County, OK",2013.0,,1233.0,1194.0,39.0,3.2
CN4002700000000,40.0,27.0,"Cleveland County, OK",2013.0,,136894.0,131213.0,5681.0,4.1
CN4002900000000,40.0,29.0,"Coal County, OK",2013.0,,2249.0,2083.0,166.0,7.4
CN4003100000000,40.0,31.0,"Comanche County, OK",2013.0,,50042.0,47238.0,2804.0,5.6
CN4003300000000,40.0,33.0,"Cotton County, OK",2013.0,,2858.0,2702.0,156.0,5.5
CN4003500000000,40.0,35.0,"Craig County, OK",2013.0,,6234.0,5841.0,393.0,6.3
CN4003700000000,40.0,37.0,"Creek County, OK",2013.0,,31193.0,29373.0,1820.0,5.8
CN4003900000000,40.0,39.0,"Custer County, OK",2013.0,,16006.0,15434.0,572.0,3.6
CN4004100000000,40.0,41.0,"Delaware County, OK",2013.0,,16957.0,15820.0,1137.0,6.7
CN4004300000000,40.0,43.0,"Dewey County, OK",2013.0,,2593.0,2505.0,88.0,3.4
CN4004500000000,40.0,45.0,"Ellis County, OK",2013.0,,2330.0,2260.0,70.0,3.0
CN4004700000000,40.0,47.0,"Garfield County, OK",2013.0,,29405.0,28231.0,1174.0,4.0
CN4004900000000,40.0,49.0,"Garvin County, OK",2013.0,,12439.0,11837.0,602.0,4.8
CN4005100000000,40.0,51.0,"Grady County, OK",2013.0,,25500.0,24322.0,1178.0,4.6
CN4005300000000,40.0,53.0,"Grant County, OK",2013.0,,2659.0,2573.0,86.0,3.2
CN4005500000000,40.0,55.0,"Greer County, OK",2013.0,,1996.0,1892.0,104.0,5.2
CN4005700000000,40.0,57.0,"Harmon County, OK",2013.0,,1348.0,1291.0,57.0,4.2
CN4005900000000,40.0,59.0,"Harper County, OK",2013.0,,1918.0,1856.0,62.0,3.2
CN4006100000000,40.0,61.0,"Haskell County, OK",2013.0,,4462.0,4064.0,398.0,8.9
CN4006300000000,40.0,63.0,"Hughes County, OK",2013.0,,5726.0,5281.0,445.0,7.8
CN4006500000000,40.0,65.0,"Jackson County, OK",2013.0,,10814.0,10249.0,565.0,5.2
CN4006700000000,40.0,67.0,"Jefferson County, OK",2013.0,,2578.0,2446.0,132.0,5.1
CN4006900000000,40.0,69.0,"Johnston County, OK",2013.0,,3578.0,3295.0,283.0,7.9
CN4007100000000,40.0,71.0,"Kay County, OK",2013.0,,19948.0,18611.0,1337.0,6.7
CN4007300000000,40.0,73.0,"Kingfisher County, OK",2013.0,,7780.0,7519.0,261.0,3.4
CN4007500000000,40.0,75.0,"Kiowa County, OK",2013.0,,4144.0,3948.0,196.0,4.7
CN4007700000000,40.0,77.0,"Latimer County, OK",2013.0,,4133.0,3778.0,355.0,8.6
CN4007900000000,40.0,79.0,"Le Flore County, OK",2013.0,,19712.0,18013.0,1699.0,8.6
CN4008100000000,40.0,81.0,"Lincoln County, OK",2013.0,,15446.0,14675.0,771.0,5.0
CN4008300000000,40.0,83.0,"Logan County, OK",2013.0,,20725.0,19811.0,914.0,4.4
CN4008500000000,40.0,85.0,"Love County, OK",2013.0,,5245.0,5023.0,222.0,4.2
CN4008700000000,40.0,87.0,"McClain County, OK",2013.0,,17809.0,17054.0,755.0,4.2
CN4008900000000,40.0,89.0,"McCurtain County, OK",2013.0,,14300.0,12995.0,1305.0,9.1
CN4009100000000,40.0,91.0,"McIntosh County, OK",2013.0,,7375.0,6671.0,704.0,9.5
CN4009300000000,40.0,93.0,"Major County, OK",2013.0,,4127.0,3992.0,135.0,3.3
CN4009500000000,40.0,95.0,"Marshall County, OK",2013.0,,6945.0,6556.0,389.0,5.6
CN4009700000000,40.0,97.0,"Mayes County, OK",2013.0,,18824.0,17768.0,1056.0,5.6
CN4009900000000,40.0,99.0,"Murray County, OK",2013.0,,6466.0,6151.0,315.0,4.9
CN4010100000000,40.0,101.0,"Muskogee County, OK",2013.0,,29658.0,27796.0,1862.0,6.3
CN4010300000000,40.0,103.0,"Noble County, OK",2013.0,,5468.0,5233.0,235.0,4.3
CN4010500000000,40.0,105.0,"Nowata County, OK",2013.0,,4811.0,4495.0,316.0,6.6
CN4010700000000,40.0,107.0,"Okfuskee County, OK",2013.0,,4414.0,4111.0,303.0,6.9
CN4010900000000,40.0,109.0,"Oklahoma County, OK",2013.0,,368083.0,350800.0,17283.0,4.7
CN4011100000000,40.0,111.0,"Okmulgee County, OK",2013.0,,16212.0,15021.0,1191.0,7.3
CN4011300000000,40.0,113.0,"Osage County, OK",2013.0,,21081.0,19889.0,1192.0,5.7
CN4011500000000,40.0,115.0,"Ottawa County, OK",2013.0,,14110.0,13008.0,1102.0,7.8
CN4011700000000,40.0,117.0,"Pawnee County, OK",2013.0,,7377.0,6943.0,434.0,5.9
CN4011900000000,40.0,119.0,"Payne County, OK",2013.0,,37496.0,35885.0,1611.0,4.3
CN4012100000000,40.0,121.0,"Pittsburg County, OK",2013.0,,17951.0,16678.0,1273.0,7.1
CN4012300000000,40.0,123.0,"Pontotoc County, OK",2013.0,,17742.0,16800.0,942.0,5.3
CN4012500000000,40.0,125.0,"Pottawatomie County, OK",2013.0,,32074.0,30376.0,1698.0,5.3
CN4012700000000,40.0,127.0,"Pushmataha County, OK",2013.0,,4700.0,4293.0,407.0,8.7
CN4012900000000,40.0,129.0,"Roger Mills County, OK",2013.0,,1877.0,1819.0,58.0,3.1
CN4013100000000,40.0,131.0,"Rogers County, OK",2013.0,,43768.0,41603.0,2165.0,4.9
CN4013300000000,40.0,133.0,"Seminole County, OK",2013.0,,9716.0,8945.0,771.0,7.9
CN4013500000000,40.0,135.0,"Sequoyah County, OK",2013.0,,16822.0,15457.0,1365.0,8.1
CN4013700000000,40.0,137.0,"Stephens County, OK",2013.0,,20577.0,19497.0,1080.0,5.2
CN4013900000000,40.0,139.0,"Texas County, OK",2013.0,,9279.0,8884.0,395.0,4.3
CN4014100000000,40.0,141.0,"Tillman County, OK",2013.0,,3363.0,3187.0,176.0,5.2
CN4014300000000,40.0,143.0,"Tulsa County, OK",2013.0,,310617.0,295245.0,15372.0,4.9
CN4014500000000,40.0,145.0,"Wagoner County, OK",2013.0,,35880.0,34115.0,1765.0,4.9
CN4014700000000,40.0,147.0,"Washington County, OK",2013.0,,24598.0,23447.0,1151.0,4.7
CN4014900000000,40.0,149.0,"Washita County, OK",2013.0,,5569.0,5343.0,226.0,4.1
CN4015100000000,40.0,151.0,"Woods County, OK",2013.0,,5137.0,4975.0,162.0,3.2
CN4015300000000,40.0,153.0,"Woodward County, OK",2013.0,,10726.0,10357.0,369.0,3.4
CN4100100000000,41.0,1.0,"Baker County, OR",2013.0,,6846.0,6194.0,652.0,9.5
CN4100300000000,41.0,3.0,"Benton County, OR",2013.0,,44197.0,41705.0,2492.0,5.6
CN4100500000000,41.0,5.0,"Clackamas County, OR",2013.0,,198316.0,184482.0,13834.0,7.0
CN4100700000000,41.0,7.0,"Clatsop County, OR",2013.0,,17991.0,16608.0,1383.0,7.7
CN4100900000000,41.0,9.0,"Columbia County, OR",2013.0,,22456.0,20320.0,2136.0,9.5
CN4101100000000,41.0,11.0,"Coos County, OR",2013.0,,26520.0,23839.0,2681.0,10.1
CN4101300000000,41.0,13.0,"Crook County, OR",2013.0,,8968.0,7896.0,1072.0,12.0
CN4101500000000,41.0,15.0,"Curry County, OR",2013.0,,8699.0,7787.0,912.0,10.5
CN4101700000000,41.0,17.0,"Deschutes County, OR",2013.0,,78781.0,71376.0,7405.0,9.4
CN4101900000000,41.0,19.0,"Douglas County, OR",2013.0,,44427.0,39796.0,4631.0,10.4
CN4102100000000,41.0,21.0,"Gilliam County, OR",2013.0,,856.0,775.0,81.0,9.5
CN4102300000000,41.0,23.0,"Grant County, OR",2013.0,,3209.0,2817.0,392.0,12.2
CN4102500000000,41.0,25.0,"Harney County, OR",2013.0,,3346.0,2964.0,382.0,11.4
CN4102700000000,41.0,27.0,"Hood River County, OR",2013.0,,13831.0,12967.0,864.0,6.2
CN4102900000000,41.0,29.0,"Jackson County, OR",2013.0,,96623.0,87325.0,9298.0,9.6
CN4103100000000,41.0,31.0,"Jefferson County, OR",2013.0,,9279.0,8322.0,957.0,10.3
CN4103300000000,41.0,33.0,"Josephine County, OR",2013.0,,32423.0,28878.0,3545.0,10.9
CN4103500000000,41.0,35.0,"Klamath County, OR",2013.0,,29047.0,25957.0,3090.0,10.6
CN4103700000000,41.0,37.0,"Lake County, OR",2013.0,,3490.0,3099.0,391.0,11.2
CN4103900000000,41.0,39.0,"Lane County, OR",2013.0,,168771.0,155425.0,13346.0,7.9
CN4104100000000,41.0,41.0,"Lincoln County, OR",2013.0,,20755.0,18950.0,1805.0,8.7
CN4104300000000,41.0,43.0,"Linn County, OR",2013.0,,53908.0,48763.0,5145.0,9.5
CN4104500000000,41.0,45.0,"Malheur County, OR",2013.0,,12419.0,11379.0,1040.0,8.4
CN4104700000000,41.0,47.0,"Marion County, OR",2013.0,,148377.0,135439.0,12938.0,8.7
CN4104900000000,41.0,49.0,"Morrow County, OR",2013.0,,5571.0,5148.0,423.0,7.6
CN4105100000000,41.0,51.0,"Multnomah County, OR",2013.0,,414728.0,387011.0,27717.0,6.7
CN4105300000000,41.0,53.0,"Polk County, OR",2013.0,,34944.0,32158.0,2786.0,8.0
CN4105500000000,41.0,55.0,"Sherman County, OR",2013.0,,871.0,791.0,80.0,9.2
CN4105700000000,41.0,57.0,"Tillamook County, OR",2013.0,,11002.0,10094.0,908.0,8.3
CN4105900000000,41.0,59.0,"Umatilla County, OR",2013.0,,35468.0,32378.0,3090.0,8.7
CN4106100000000,41.0,61.0,"Union County, OR",2013.0,,11819.0,10835.0,984.0,8.3
CN4106300000000,41.0,63.0,"Wallowa County, OR",2013.0,,3243.0,2887.0,356.0,11.0
CN4106500000000,41.0,65.0,"Wasco County, OR",2013.0,,13789.0,12760.0,1029.0,7.5
CN4106700000000,41.0,67.0,"Washington County, OR",2013.0,,289282.0,271317.0,17965.0,6.2
CN4106900000000,41.0,69.0,"Wheeler County, OR",2013.0,,737.0,691.0,46.0,6.2
CN4107100000000,41.0,71.0,"Yamhill County, OR",2013.0,,49707.0,46009.0,3698.0,7.4
CN4200100000000,42.0,1.0,"Adams County, PA",2013.0,,55215.0,52086.0,3129.0,5.7
CN4200300000000,42.0,3.0,"Allegheny County, PA",2013.0,,649327.0,608252.0,41075.0,6.3
CN4200500000000,42.0,5.0,"Armstrong County, PA",2013.0,,33494.0,31005.0,2489.0,7.4
CN4200700000000,42.0,7.0,"Beaver County, PA",2013.0,,86249.0,80214.0,6035.0,7.0
CN4200900000000,42.0,9.0,"Bedford County, PA",2013.0,,24622.0,22624.0,1998.0,8.1
CN4201100000000,42.0,11.0,"Berks County, PA",2013.0,,210608.0,196084.0,14524.0,6.9
CN4201300000000,42.0,13.0,"Blair County, PA",2013.0,,61320.0,57184.0,4136.0,6.7
CN4201500000000,42.0,15.0,"Bradford County, PA",2013.0,,31749.0,29510.0,2239.0,7.1
CN4201700000000,42.0,17.0,"Bucks County, PA",2013.0,,336073.0,314647.0,21426.0,6.4
CN4201900000000,42.0,19.0,"Butler County, PA",2013.0,,97580.0,91764.0,5816.0,6.0
CN4202100000000,42.0,21.0,"Cambria County, PA",2013.0,,64381.0,58949.0,5432.0,8.4
CN4202300000000,42.0,23.0,"Cameron County, PA",2013.0,,2345.0,2125.0,220.0,9.4
CN4202500000000,42.0,25.0,"Carbon County, PA",2013.0,,32095.0,29201.0,2894.0,9.0
CN4202700000000,42.0,27.0,"Centre County, PA",2013.0,,77807.0,73841.0,3966.0,5.1
CN4202900000000,42.0,29.0,"Chester County, PA",2013.0,,272791.0,258851.0,13940.0,5.1
CN4203100000000,42.0,31.0,"Clarion County, PA",2013.0,,18611.0,17151.0,1460.0,7.8
CN4203300000000,42.0,33.0,"Clearfield County, PA",2013.0,,37639.0,34350.0,3289.0,8.7
CN4203500000000,42.0,35.0,"Clinton County, PA",2013.0,,19212.0,17528.0,1684.0,8.8
CN4203700000000,42.0,37.0,"Columbia County, PA",2013.0,,35210.0,32589.0,2621.0,7.4
CN4203900000000,42.0,39.0,"Crawford County, PA",2013.0,,41647.0,38735.0,2912.0,7.0
CN4204100000000,42.0,41.0,"Cumberland County, PA",2013.0,,125406.0,118482.0,6924.0,5.5
CN4204300000000,42.0,43.0,"Dauphin County, PA",2013.0,,140008.0,130765.0,9243.0,6.6
CN4204500000000,42.0,45.0,"Delaware County, PA",2013.0,,289499.0,269748.0,19751.0,6.8
CN4204700000000,42.0,47.0,"Elk County, PA",2013.0,,16412.0,15327.0,1085.0,6.6
CN4204900000000,42.0,49.0,"Erie County, PA",2013.0,,135528.0,125777.0,9751.0,7.2
CN4205100000000,42.0,51.0,"Fayette County, PA",2013.0,,59477.0,53934.0,5543.0,9.3
CN4205300000000,42.0,53.0,"Forest County, PA",2013.0,,1966.0,1778.0,188.0,9.6
CN4205500000000,42.0,55.0,"Franklin County, PA",2013.0,,76373.0,71490.0,4883.0,6.4
CN4205700000000,42.0,57.0,"Fulton County, PA",2013.0,,7375.0,6716.0,659.0,8.9
CN4205900000000,42.0,59.0,"Greene County, PA",2013.0,,18701.0,17395.0,1306.0,7.0
CN4206100000000,42.0,61.0,"Huntingdon County, PA",2013.0,,20252.0,18323.0,1929.0,9.5
CN4206300000000,42.0,63.0,"Indiana County, PA",2013.0,,43936.0,40647.0,3289.0,7.5
CN4206500000000,42.0,65.0,"Jefferson County, PA",2013.0,,21017.0,19347.0,1670.0,7.9
CN4206700000000,42.0,67.0,"Juniata County, PA",2013.0,,11991.0,11164.0,827.0,6.9
CN4206900000000,42.0,69.0,"Lackawanna County, PA",2013.0,,107214.0,98616.0,8598.0,8.0
CN4207100000000,42.0,71.0,"Lancaster County, PA",2013.0,,269657.0,253947.0,15710.0,5.8
CN4207300000000,42.0,73.0,"Lawrence County, PA",2013.0,,42896.0,39771.0,3125.0,7.3
CN4207500000000,42.0,75.0,"Lebanon County, PA",2013.0,,70521.0,66279.0,4242.0,6.0
CN4207700000000,42.0,77.0,"Lehigh County, PA",2013.0,,182636.0,168799.0,13837.0,7.6
CN4207900000000,42.0,79.0,"Luzerne County, PA",2013.0,,160095.0,145552.0,14543.0,9.1
CN4208100000000,42.0,81.0,"Lycoming County, PA",2013.0,,61644.0,56975.0,4669.0,7.6
CN4208300000000,42.0,83.0,"McKean County, PA",2013.0,,19620.0,18069.0,1551.0,7.9
CN4208500000000,42.0,85.0,"Mercer County, PA",2013.0,,53552.0,49807.0,3745.0,7.0
CN4208700000000,42.0,87.0,"Mifflin County, PA",2013.0,,21309.0,19625.0,1684.0,7.9
CN4208900000000,42.0,89.0,"Monroe County, PA",2013.0,,81246.0,73886.0,7360.0,9.1
CN4209100000000,42.0,91.0,"Montgomery County, PA",2013.0,,434321.0,409694.0,24627.0,5.7
CN4209300000000,42.0,93.0,"Montour County, PA",2013.0,,9436.0,8938.0,498.0,5.3
CN4209500000000,42.0,95.0,"Northampton County, PA",2013.0,,155246.0,144128.0,11118.0,7.2
CN4209700000000,42.0,97.0,"Northumberland County, PA",2013.0,,44552.0,40781.0,3771.0,8.5
CN4209900000000,42.0,99.0,"Perry County, PA",2013.0,,24181.0,22652.0,1529.0,6.3
CN4210100000000,42.0,101.0,"Philadelphia County/city, PA",2013.0,,695196.0,625830.0,69366.0,10.0
